id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"480","der Hafen","Nomen","der","die Häfen","port / harbor","hah-fen","Reise, Verkehr & Mobilität","","Wenn du in Hamburg bist, musst du dir unbedingt den Hafen ansehen.","When you are in Hamburg, you absolutely must see the port."
"481","halb","Adjektiv","","","half","hahlp","Zahlen, Maße & Mengen","ganz","Treffen wir uns um halb neun?","Shall we meet at half past eight?"
"482","halbtags","Andere","","","part-time / half-days","hahlp-tahks","Arbeit, Beruf & Karriere","ganztags","Deshalb möchte ich halbtags arbeiten.","Therefore I would like to work part-time."
"483","das Hallenbad","Nomen","das","die Hallenbäder","indoor swimming pool","hahl-len-baht","Freizeit, Hobbys & Unterhaltung","das Freibad","Sie geht jeden Tag zum Schwimmen ins Hallenbad.","She goes swimming in the indoor pool every day."
"484","der Halt","Nomen","der","","stop / halt","hahlt","Reise, Verkehr & Mobilität","die Fahrt","Nächster Halt ist am Südbahnhof.","Next stop is at the South Station."
"485","halt","Andere","","","just / simply","hahlt","Basiswortschatz & Floskeln","","Da kann man nichts machen. Das ist halt so.","You can't do anything about it. That's just the way it is."
"486","der Hammer","Nomen","der","die Hämmer","hammer","hah-mer","Arbeit, Beruf & Karriere","","Ich möchte ein Bild aufhängen. Hast du einen Hammer für mich?","I want to hang a picture. Do you have a hammer for me?"
"487","der Handel","Nomen","der","","trade / commerce","hahn-del","Einkaufen, Geld & Konsum","","Der Handel mit Computern ist ein gutes Geschäft.","The computer trade is a good business."
"488","der Handwerker","Nomen","der","die Handwerker","craftsman / tradesman","hahnt-vair-ker","Arbeit, Beruf & Karriere","","Morgen sind bei uns die Handwerker. Wir bekommen eine neue Badewanne.","Tomorrow the craftsmen are at our place. We are getting a new bathtub."
"489","hassen","Verb","","","to hate","hahs-sen","Gefühle, Charakter & Meinung","lieben","Ich hasse es, zu spät zu kommen.","I hate arriving late."
"490","der Hauptbahnhof","Nomen","der","die Hauptbahnhöfe","central station / main train station","howpt-bahn-hof","Reise, Verkehr & Mobilität","","Treffen wir uns am Hauptbahnhof?","Shall we meet at the central station?"
"491","die Hauptstadt","Nomen","die","die Hauptstädte","capital city","howpt-shtaht","Staat, Gesellschaft & Dokumente","","Berlin ist die Hauptstadt von Deutschland.","Berlin is the capital of Germany."
"492","die Hausfrau / der Hausmann","Nomen","die / der","die Hausfrauen / die Hausmänner","housewife / househusband","hows-frow / hows-mahn","Arbeit, Beruf & Karriere","","Meine Frau ist Hausfrau und kümmert sich um die Kinder.","My wife is a housewife and takes care of the children."
"493","der Hausmeister","Nomen","der","die Hausmeister","caretaker / janitor","hows-mys-ter","Arbeit, Beruf & Karriere","","Der Hausmeister hat mir geholfen, den Schrank in die Wohnung zu tragen.","The janitor helped me carry the closet into the apartment."
"494","das Haustier","Nomen","das","die Haustiere","pet","hows-teer","Natur, Umwelt & Tiere","das Wildtier","Hat deine Familie ein Haustier? – Ja, wir haben einen Hund.","Does your family have a pet? – Yes, we have a dog."
"495","die Haut","Nomen","die","","skin","howt","Gesundheit, Körper & Pflege","","Haben Sie eine Creme für trockene Haut?","Do you have a cream for dry skin?"
"496","heim","Andere","","","home / homewards","hyme","Wohnen, Haus & Haushalt","weg","Ich will jetzt heim.","I want to go home now."
"497","das Heim","Nomen","das","die Heime","home / institution","hyme","Wohnen, Haus & Haushalt","","Meine Oma wohnt in einem Seniorenheim.","My grandma lives in a retirement home."
"498","heimlich","Adjektiv","","","secret / secretly","hyme-likh","Eigenschaften & Adjektive","offen","Gestern habe ich gehört, dass mein Sohn heimlich raucht.","Yesterday I heard that my son smokes secretly."
"499","das Heimweh","Nomen","das","","homesickness","hyme-vay","Gefühle, Charakter & Meinung","das Fernweh","Ich habe oft Heimweh nach meiner Familie.","I often feel homesick for my family."
"500","der Held","Nomen","der","die Helden","hero","helt","Freizeit, Hobbys & Unterhaltung","","Er spielt gern den Helden.","He likes to play the hero."
"501","die Heldin","Nomen","die","die Heldinnen","heroine","hel-din","Freizeit, Hobbys & Unterhaltung","","Sie ist die Heldin des Tages.","She is the heroine of the day."
"502","das Hendl (A)","Nomen","das","die Hendl","chicken (Austrian German)","hen-del","Essen, Kochen & Restaurant","","Zum Mittagessen gibt es Hendl mit Reis.","For lunch there is chicken with rice."
"503","die Herausforderung","Nomen","die","die Herausforderungen","challenge","he-rows-for-de-roong","Arbeit, Beruf & Karriere","","Das Spiel ist eine Herausforderung.","The game is a challenge."
"504","der Hersteller","Nomen","der","die Hersteller","manufacturer / producer","hair-shtel-er","Einkaufen, Geld & Konsum","der Verbraucher","Wir schicken das kaputte Handy an den Hersteller zurück.","We are sending the broken cell phone back to the manufacturer."
"505","das Herz","Nomen","das","die Herzen","heart","hairts","Gesundheit, Körper & Pflege","","Ich bin ganz nervös. Mir klopft das Herz.","I am quite nervous. My heart is beating fast."
"506","hinterlassen","Verb","","","to leave (a message)","hin-ter-lahs-sen","Kommunikation, Medien & Sprache","","Möchten Sie eine Nachricht hinterlassen?","Would you like to leave a message?"
"507","der Hinweis","Nomen","der","die Hinweise","hint / clue / indication","hin-vyse","Kommunikation, Medien & Sprache","","Die Polizei hat viele Hinweise zum Unfall bekommen.","The police received many clues about the accident."
"508","hinweisen","Verb","","","to point out / to indicate","hin-vy-zen","Kommunikation, Medien & Sprache","","Wir möchten Sie darauf hinweisen, dass das Rauchen am Bahnsteig nicht gestattet ist.","We would like to point out that smoking on the platform is not permitted."
"509","historisch","Adjektiv","","","historic / historical","his-to-rish","Eigenschaften & Adjektive","modern","Wir waren mit unserer Klasse im Historischen Museum.","We were in the Historical Museum with our class."
"510","die Hitze","Nomen","die","","heat","hit-tseh","Natur, Umwelt & Tiere","die Kälte","Gestern war eine schreckliche Hitze!","Yesterday there was a terrible heat!"
"511","der Hof","Nomen","der","die Höfe","courtyard / yard","hofe","Wohnen, Haus & Haushalt","","Die Kinder spielen am liebsten im Hof.","The children prefer to play in the courtyard."
"512","die Hoffnung","Nomen","die","die Hoffnungen","hope","hof-noong","Gefühle, Charakter & Meinung","die Verzweiflung","Man darf die Hoffnung nicht verlieren.","One must not lose hope."
"513","das Holz","Nomen","das","","wood","holts","Natur, Umwelt & Tiere","das Metall","Möchten Sie ein Regal aus Holz oder aus Metall?","Would you like a shelf made of wood or metal?"
"514","der Honig","Nomen","der","","honey","ho-nikh","Essen, Kochen & Restaurant","","Ich esse gern Brötchen mit Honig und Butter zum Frühstück.","I like to eat bread rolls with honey and butter for breakfast."
"515","hupen","Verb","","","to honk / to sound the horn","hoo-pen","Reise, Verkehr & Mobilität","","Hier ist ein Krankenhaus. Hier darfst du nicht hupen.","Here is a hospital. You are not allowed to honk here."
"516","der Husten","Nomen","der","","cough","hoos-ten","Gesundheit, Körper & Pflege","","Haben Sie ein Medikament gegen Husten?","Do you have a medication for a cough?"
"517","der Hut","Nomen","der","die Hüte","hat","hoot","Einkaufen, Geld & Konsum","","Sie sollten im Sommer nicht ohne Hut in die Sonne gehen.","You should not go into the sun without a hat in the summer."
"518","das Hähnchen / das Hühnchen","Nomen","das","die Hähnchen","chicken","hehn-khen / huehn-khen","Essen, Kochen & Restaurant","","Zum Mittagessen gibt es Hühnchen mit Reis.","For lunch there is chicken with rice."
"519","die Hälfte","Nomen","die","die Hälften","half","helf-teh","Zahlen, Maße & Mengen","","Die Hälfte vom Urlaub ist schon vorbei.","Half of the vacation is already over."
"520","der Händler","Nomen","der","die Händler","dealer / merchant / trader","hent-ler","Einkaufen, Geld & Konsum","der Kunde","Ich gehe zum Gemüsehändler, soll ich dir etwas mitbringen?","I am going to the greengrocer, should I bring you something?"
"521","häufig","Adjektiv","","","frequent / frequently / often","hoy-fikh","Eigenschaften & Adjektive","selten","Haben Sie häufig Kopfschmerzen? Dann sollten Sie nicht so lange am Computer sitzen.","Do you frequently have headaches? Then you should not sit at the computer for so long."
"522","höchstens","Andere","","","at most / at best","hoerch-stens","Basiswortschatz & Floskeln","mindestens","Ich habe wenig Zeit. Ich kann höchstens eine Viertelstunde bleiben.","I have little time. I can stay for at most a quarter of an hour."
"523","die Höhe","Nomen","die","die Höhen","height / altitude","hoe-heh","Zahlen, Maße & Mengen","die Tiefe","Wir fliegen jetzt in 6000 m Höhe.","We are flying now at an altitude of 6000 m."
"524","der Hörer","Nomen","der","die Hörer","listener / receiver","hoe-rer","Kommunikation, Medien & Sprache","","Die Sendung hat viele Hörer und Hörerinnen.","The broadcast has many male and female listeners."
"525","die Hörerin","Nomen","die","die Hörerinnen","listener (female)","hoe-reh-rin","Kommunikation, Medien & Sprache","","Unsere Sendung richtet sich an alle Hörerinnen.","Our broadcast is aimed at all female listeners."
"526","hübsch","Adjektiv","","","pretty / handsome / cute","huepsh","Eigenschaften & Adjektive","hässlich","Wir haben eine hübsche Wohnung gefunden.","We have found a pretty apartment."
"527","der Hügel","Nomen","der","die Hügel","hill","hue-gel","Natur, Umwelt & Tiere","das Tal","Auf diesem Hügel machen wir eine Pause.","We are taking a break on this hill."
"528","die Hütte","Nomen","die","die Hütten","hut / cabin","hue-teh","Reise, Verkehr & Mobilität","","Wir übernachten in der Hütte auf dem Berg.","We are spending the night in the cabin on the mountain."
"529","ideal","Adjektiv","","","ideal / perfect","ee-deh-ahl","Eigenschaften & Adjektive","","Eine Wohnung mit Garten wäre für uns ideal.","An apartment with a garden would be ideal for us."
"530","illegal","Adjektiv","","","illegal","il-leh-gahl","Staat, Gesellschaft & Dokumente","legal","Ohne Steuerkarte zu arbeiten ist illegal.","Working without a tax card is illegal."
"531","im Freien","Andere","","","outdoors / in the open air","im fry-en","Natur, Umwelt & Tiere","drinnen","Wir wollen heute im Freien übernachten.","We want to stay overnight outdoors today."
"532","der Imbiss","Nomen","der","die Imbisse","snack / snack bar","im-bis","Essen, Kochen & Restaurant","","Es ist Zeit für einen kleinen Imbiss.","It is time for a small snack."
"533","der Import","Nomen","der","die Importe","import","im-port","Arbeit, Beruf & Karriere","der Export","Der Import von Zigaretten ist nur bis zu einer bestimmten Menge erlaubt.","The import of cigarettes is only permitted up to a certain amount."
"534","in Pension gehen / sein","Andere","","","to go into retirement / to be retired","in pen-zyohn geh-en / zyne","Arbeit, Beruf & Karriere","","Mein Nachbar ist seit zehn Jahren in Pension.","My neighbor has been retired for ten years."
"535","in Rente gehen / sein","Andere","","","to retire / to be retired","in ren-teh geh-en / zyne","Arbeit, Beruf & Karriere","","Mein Nachbar ist seit zehn Jahren in Rente.","My neighbor has been retired for ten years."
"536","indem","Andere","","","by (doing something)","in-dem","Grammatik, Pronomen & Struktur","","Du kannst die Datei öffnen, indem du hier klickst.","You can open the file by clicking here."
"537","individuell","Adjektiv","","","individual / individually","in-di-vi-doo-el","Eigenschaften & Adjektive","allgemein","Die Lehrerin versucht, jedes Kind individuell zu fördern.","The teacher tries to support each child individually."
"538","die Industrie","Nomen","die","die Industrien","industry","in-doos-tree","Arbeit, Beruf & Karriere","die Landwirtschaft","In dieser Gegend gibt es viel Industrie.","There is a lot of industry in this area."
"539","die Infektion","Nomen","die","die Infektionen","infection","in-fek-tsee-ohn","Gesundheit, Körper & Pflege","","Sie haben eine Infektion. Sie müssen Tabletten nehmen.","You have an infection. You must take pills."
"540","der Ingenieur","Nomen","der","die Ingenieure","engineer","in-zhe-nyoer","Arbeit, Beruf & Karriere","","Hans will Bauingenieur werden.","Hans wants to become a civil engineer."
"541","der Inhalt","Nomen","der","die Inhalte","content / contents","in-hahlt","Basiswortschatz & Floskeln","","Geben Sie den Inhalt der Packung in einen Liter kochendes Wasser.","Put the contents of the package into a liter of boiling water."
"542","inklusive","Andere","","","inclusive / including","in-kloo-zee-veh","Basiswortschatz & Floskeln","exklusive","Der Zimmerpreis ist inklusive Frühstück.","The room price is inclusive of breakfast."
"543","innen","Andere","","","inside / on the inside","in-nen","Basiswortschatz & Floskeln","außen","Der Lichtschalter ist innen links.","The light switch is on the inside left."
"544","innerhalb","Andere","","","inside of / within","in-ner-hahlp","Basiswortschatz & Floskeln","außerhalb","Diese Fahrkarte gilt nur innerhalb der Stadt.","This ticket is only valid within the city."
"545","das Inserat","Nomen","das","die Inserate","advertisement / ad","in-zeh-raht","Kommunikation, Medien & Sprache","","Was kostet ein Inserat in der Zeitung?","How much does an advertisement in the newspaper cost?"
"546","insgesamt / installieren","Verb","","","altogether / to install","ins-geh-zahmt / in-stah-lee-ren","Zahlen, Maße & Mengen / Allgemeine Aktivitäten & Verben","deinstallieren","Insgesamt haben sich 20 Teilnehmer angemeldet. Können Sie mir helfen, meinen Computer zu installieren?","Altogether 20 participants have registered. Can you help me install my computer?"
"547","das Institut","Nomen","das","die Institute","institute","in-stee-toot","Ausbildung, Schule & Studium","","Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut.","I am taking a language course in a small language institute."
